sen	verb	verb_idx	cop	cop_idx	child	child_idx	child_features	child_upos	head	head_idx	head_features	head_upos	distance	attractors	metadata	swap_head	feature_vals	prefix	wrong_sen	congruent_attractors	incongruent_attractors	num_attractors	num_congruent_attractors	num_incongruent_attractors	has_attractors	only_has_congruent_attractors	only_has_incongruent_attractors	sample_weight	phenomenon	lang	grammatical_feature	ungrammatical_feature	wo	inflect_item	agreement_certainty
« Εγώ βρήκα μόνο λεφτά , ορκίζομαι ».	βρήκα	2			Εγώ	1	{'Case': 'Nom', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	βρήκα	2	{'Aspect': 'Perf', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'βρίσκω'}	VERB	1	[]	{'sent_id': '4751', 'text': '« Εγώ βρήκα μόνο λεφτά , ορκίζομαι ».', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	βρεις	1 -> 2	« Εγώ	« Εγώ βρεις μόνο λεφτά , ορκίζομαι ».	[]	[]	0	0	0	False	False	False	4.0626102906361845e-05	SV-P	ell	1	2	SV	verb	~
« Εγώ δεν έχω κινητό » απαντάει ο Σαμίρ , που δουλεύει σ τη λαχαναγορά.	έχω	3			Εγώ	1	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	έχω	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	2	[]	{'sent_id': '2948', 'text': '« Εγώ δεν έχω κινητό » απαντάει ο Σαμίρ , που δουλεύει σ τη λαχαναγορά.', 'treebank': 'UD_Greek-GUD/el_gud-ud-test.conllu'}	'χεις	1 -> 2	« Εγώ δεν	« Εγώ δεν 'χεις κινητό » απαντάει ο Σαμίρ , που δουλεύει σ τη λαχαναγορά.	[]	[]	0	0	0	False	False	False	1.2003166767788728e-05	SV-P	ell	1	2	SV	verb	~
« Εγώ έχω γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».	έχω	2			Εγώ	1	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	έχω	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	1	[]	{'sent_id': '134', 'text': '« Εγώ έχω γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	έχεις	1 -> 2	« Εγώ	« Εγώ έχεις γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».	[]	[]	0	0	0	False	False	False	1.015652572659046e-05	SV-P	ell	1	2	SV	verb	~
« Εγώ έχω γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».	έχω	2			Εγώ	1	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Sing', 'Person': '1', 'PronType': 'Prs', 'lemma': 'εγώ'}	PRON	έχω	2	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Sing', 'Person': '1', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	VERB	1	[]	{'sent_id': '134', 'text': '« Εγώ έχω γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».', 'treebank': 'UD_Greek-GUD/el_gud-ud-train.conllu'}	'χεις	1 -> 2	« Εγώ	« Εγώ 'χεις γκυναίκα μου και ντυο παιντιά που πάνε σχολείο ».	[]	[]	0	0	0	False	False	False	1.015652572659046e-05	SV-P	ell	1	2	SV	verb	~
Αν οι αρχές του Ελσίνκι είχαν πει ότι θέλουν 100 λεωφορεία που να κινούνται με φυσικό αέριο και αυτή είναι η σύμβαση, τότε εντάξει, αν αυτό είναι που θέλουν.	πει	6	είχαν	5.0	αρχές	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'αρχή'}	NOUN	είχαν	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	3	[{'id': 4, 'form': 'του', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Gen', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]	{'sent_id': 'gdt-20020116-ep-sessions_143-26', 'text': 'Αν οι αρχές του Ελσίνκι είχαν πει ότι θέλουν 100 λεωφορεία που να κινούνται με φυσικό αέριο και αυτή είναι η σύμβαση, τότε εντάξει, αν αυτό είναι που θέλουν.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	είχε	PL -> SG	Αν οι αρχές του Ελσίνκι	Αν οι αρχές του Ελσίνκι είχε πει ότι θέλουν 100 λεωφορεία που να κινούνται με φυσικό αέριο και αυτή είναι η σύμβαση, τότε εντάξει, αν αυτό είναι που θέλουν.	[]	[{'id': 4, 'form': 'του', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Gen', 'Definite': 'Def', 'Gender': 'Neut', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 5, 'deprel': 'det', 'deps': None, 'misc': None}]	1	0	1	True	False	True	0.8122845502977123	SV-#	ell	PL	SG	SV	aux	+
"Ο αμερικανός Υπουργός Οικονομικών, Τζακ Λιου, δήλωσε ότι οι οικονομικές κυρώσεις σε βάρος της Μόσχας έχουν ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία."	πλήξει	20	έχουν	17.0	κυρώσεις	12	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'κύρωση'}	NOUN	έχουν	17	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	5	[{'id': 15, 'form': 'βάρος', 'lemma': 'βάρος', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 13, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 16, 'form': 'της', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Gen', 'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 17, 'deprel': 'det', 'deps': None, 'misc': None}]	"{'sent_id': 'gdt-20140429-voa-6-7', 'text': 'Ο αμερικανός Υπουργός Οικονομικών, Τζακ Λιου, δήλωσε ότι οι οικονομικές κυρώσεις σε βάρος της Μόσχας έχουν ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}"	έχει	PL -> SG	Ο αμερικανός Υπουργός Οικονομικών, Τζακ Λιου, δήλωσε ότι οι οικονομικές κυρώσεις σε βάρος της Μόσχας	"Ο αμερικανός Υπουργός Οικονομικών, Τζακ Λιου, δήλωσε ότι οι οικονομικές κυρώσεις σε βάρος της Μόσχας έχει ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία."	[]	[{'id': 15, 'form': 'βάρος', 'lemma': 'βάρος', 'upos': 'NOUN', 'xpos': 'NOUN', 'feats': {'Case': 'Acc', 'Gender': 'Neut', 'Number': 'Sing'}, 'head': 13, 'deprel': 'nmod', 'deps': None, 'misc': None}, {'id': 16, 'form': 'της', 'lemma': 'ο', 'upos': 'DET', 'xpos': 'DET', 'feats': {'Case': 'Gen', 'Definite': 'Def', 'Gender': 'Fem', 'Number': 'Sing', 'PronType': 'Art'}, 'head': 17, 'deprel': 'det', 'deps': None, 'misc': None}]	2	0	2	True	False	True	0.152303353180821	SV-#	ell	PL	SG	SV	aux	+
Γνωρίζω ότι πολλά κράτη μέλη έχουν εντάξει την εκπαίδευση των οδηγών σ το σύστημα βασικής εκπαίδευσης, αλλά για τις χώρες εκείνες σ τις οποίες δεν ισχύει αυτό, η οδηγία θα δώσει τη δυνατότητα σωστής κατάρτισης όλων των οδηγών.	εντάξει	6	έχουν	5.0	κράτη	3	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'κράτος'}	NOUN	έχουν	5	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Neut'}	AUX	2	[]	{'sent_id': 'gdt-20020116-ep-sessions_210-10', 'text': 'Γνωρίζω ότι πολλά κράτη μέλη έχουν εντάξει την εκπαίδευση των οδηγών στο σύστημα βασικής εκπαίδευσης, αλλά για τις χώρες εκείνες στις οποίες δεν ισχύει αυτό, η οδηγία θα δώσει τη δυνατότητα σωστής κατάρτισης όλων των οδηγών.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχει	PL -> SG	Γνωρίζω ότι πολλά κράτη μέλη	Γνωρίζω ότι πολλά κράτη μέλη έχει εντάξει την εκπαίδευση των οδηγών σ το σύστημα βασικής εκπαίδευσης, αλλά για τις χώρες εκείνες σ τις οποίες δεν ισχύει αυτό, η οδηγία θα δώσει τη δυνατότητα σωστής κατάρτισης όλων των οδηγών.	[]	[]	0	0	0	False	False	False	0.0150423064869946	SV-#	ell	PL	SG	SV	aux	+
Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκαν κυρώσεις τη Δευτέρα.	ανακοινώσει	7	είχαν	6.0	ΗΠΑ	5	{'Abbr': 'Yes', 'lemma': 'ΗΠΑ'}	NOUN	είχαν	6	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω'}	AUX	1	[]	{'sent_id': 'gdt-20140429-voa-6-5', 'text': 'Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχαν ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκαν κυρώσεις τη Δευτέρα.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	είχε	PL -> SG	Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ	Πριν τις ευρωπαϊκές κυρώσεις οι ΗΠΑ είχε ανακοινώσει τα ονόματα 7 ρώσων αξιωματούχων και 17 εταιρειών εναντίον των οποίων επιβλήθηκαν κυρώσεις τη Δευτέρα.	[]	[]	0	0	0	False	False	False	0.0050141021623315	SV-#	ell	PL	SG	SV	aux	+
"Οι οικονομικές κυρώσεις έχουν ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία, δηλώνει ο αμερικανός Υπουργός Οικονομικών."	πλήξει	6	έχουν	3.0	κυρώσεις	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'κύρωση'}	NOUN	έχουν	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	"{'sent_id': 'gdt-20140429-voa-6-2', 'text': 'Οι οικονομικές κυρώσεις έχουν ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία, δηλώνει ο αμερικανός Υπουργός Οικονομικών.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}"	έχει	PL -> SG	Οι οικονομικές κυρώσεις	"Οι οικονομικές κυρώσεις έχει ήδη ""πλήξει σημαντικά"" τη ρωσική οικονομία, δηλώνει ο αμερικανός Υπουργός Οικονομικών."	[]	[]	0	0	0	False	False	False	0.0009401441554371	SV-#	ell	PL	SG	SV	aux	+
Κύμα κακοκαιρίας πλήττει τα Βαλκάνια, ενώ μέχρι στιγμής τρεις άνθρωποι έχουν χάσει τη ζωή τους και δεκάδες έχουν αποκλειστεί σ τη Σερβία.	χάσει	12	έχουν	11.0	άνθρωποι	10	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'άνθρωπος'}	NOUN	έχουν	11	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	AUX	1	[]	{'sent_id': 'gdt-20090221-apogevmatini-news_kakokeria_sta_valkania-2', 'text': 'Κύμα κακοκαιρίας πλήττει τα Βαλκάνια, ενώ μέχρι στιγμής τρεις άνθρωποι έχουν χάσει τη ζωή τους και δεκάδες έχουν αποκλειστεί στη Σερβία.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-test.conllu'}	έχει	PL -> SG	Κύμα κακοκαιρίας πλήττει τα Βαλκάνια, ενώ μέχρι στιγμής τρεις άνθρωποι	Κύμα κακοκαιρίας πλήττει τα Βαλκάνια, ενώ μέχρι στιγμής τρεις άνθρωποι έχει χάσει τη ζωή τους και δεκάδες έχουν αποκλειστεί σ τη Σερβία.	[]	[]	0	0	0	False	False	False	0.0018802883108743	SV-#	ell	PL	SG	SV	aux	+
Οι περισσότεροι κάτοικοι έχουν διαφύγει σε γειτονικές περιοχές όπου τους παρέχονται τρόφιμα και φάρμακα από διασωστικές ομάδες».	διαφύγει	4	έχουν	3.0	κάτοικοι	2	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'lemma': 'κάτοικος'}	NOUN	έχουν	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	AUX	1	[]	{'sent_id': 'gdt-20120308-elwikinews-5045-6', 'text': 'Οι περισσότεροι κάτοικοι έχουν διαφύγει σε γειτονικές περιοχές όπου τους παρέχονται τρόφιμα και φάρμακα από διασωστικές ομάδες».', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχει	PL -> SG	Οι περισσότεροι κάτοικοι	Οι περισσότεροι κάτοικοι έχει διαφύγει σε γειτονικές περιοχές όπου τους παρέχονται τρόφιμα και φάρμακα από διασωστικές ομάδες».	[]	[]	0	0	0	False	False	False	0.0018802883108743	SV-#	ell	PL	SG	SV	aux	+
Έτσι συγκροτήθηκε ένα αυτόνομο κράτος, υποτελές σ το Οθωμανικό κράτος, σ τη διακυβέρνηση του οποίου συμμετείχαν Έλληνες, Βούλγαροι, Τούρκοι, καθώς και Εβραίοι οι οποίοι είχαν δημιουργήσει μια σημαντική παροικία σ τη Θεσσαλονίκη.	δημιουργήσει	30	είχαν	29.0	οποίοι	28	{'Case': 'Nom', 'Gender': 'Masc', 'Number': 'Plur', 'Person': '3', 'PronType': 'Rel', 'lemma': 'οποίος'}	PRON	είχαν	29	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Past', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Masc'}	AUX	1	[]	{'sent_id': 'gdt-20090223-wikipedia-history_makedoniko_zitima-14', 'text': 'Έτσι συγκροτήθηκε ένα αυτόνομο κράτος, υποτελές στο Οθωμανικό κράτος, στη διακυβέρνηση του οποίου συμμετείχαν Έλληνες, Βούλγαροι, Τούρκοι, καθώς και Εβραίοι οι οποίοι είχαν δημιουργήσει μια σημαντική παροικία στη Θεσσαλονίκη.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	είχε	PL -> SG	Έτσι συγκροτήθηκε ένα αυτόνομο κράτος, υποτελές σ το Οθωμανικό κράτος, σ τη διακυβέρνηση του οποίου συμμετείχαν Έλληνες, Βούλγαροι, Τούρκοι, καθώς και Εβραίοι οι οποίοι	Έτσι συγκροτήθηκε ένα αυτόνομο κράτος, υποτελές σ το Οθωμανικό κράτος, σ τη διακυβέρνηση του οποίου συμμετείχαν Έλληνες, Βούλγαροι, Τούρκοι, καθώς και Εβραίοι οι οποίοι είχε δημιουργήσει μια σημαντική παροικία σ τη Θεσσαλονίκη.	[]	[]	0	0	0	False	False	False	0.0050141021623315	SV-#	ell	PL	SG	SV	aux	+
Περισσότερα από 10.000 κτίρια έχουν υποστεί ζημιές, ανακοίνωσε η υπηρεσία Πολιτικής Προστασίας.	υποστεί	5	έχουν	4.0	κτίρια	3	{'Case': 'Nom', 'Gender': 'Neut', 'Number': 'Plur', 'lemma': 'κτίριο'}	NOUN	έχουν	4	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Neut'}	AUX	1	[]	{'sent_id': 'gdt-20090407-apogevmatini-news_sismos_stin_aquila-7', 'text': 'Περισσότερα από 10.000 κτίρια έχουν υποστεί ζημιές, ανακοίνωσε η υπηρεσία Πολιτικής Προστασίας.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχει	PL -> SG	Περισσότερα από 10.000 κτίρια	Περισσότερα από 10.000 κτίρια έχει υποστεί ζημιές, ανακοίνωσε η υπηρεσία Πολιτικής Προστασίας.	[]	[]	0	0	0	False	False	False	0.0018802883108743	SV-#	ell	PL	SG	SV	aux	+
Οι πρώτες δοκιμές έχουν γίνει σε πουλερικά και ποντίκια και αποδείχθηκαν επιτυχημένες, ενώ θα ακολουθήσουν πειράματα σε πιθήκους.	γίνει	4	έχουν	3.0	δοκιμές	2	{'Case': 'Nom', 'Gender': 'Fem', 'Number': 'Plur', 'lemma': 'δοκιμή'}	NOUN	έχουν	3	{'Aspect': 'Imp', 'Mood': 'Ind', 'Number': 'Plur', 'Person': '3', 'Tense': 'Pres', 'VerbForm': 'Fin', 'Voice': 'Act', 'lemma': 'έχω', 'Gender': 'Fem'}	AUX	1	[]	{'sent_id': 'gdt-20050221-ertonline-health_1-5', 'text': 'Οι πρώτες δοκιμές έχουν γίνει σε πουλερικά και ποντίκια και αποδείχθηκαν επιτυχημένες, ενώ θα ακολουθήσουν πειράματα σε πιθήκους.', 'treebank': 'UD_Greek-GDT/el_gdt-ud-train.conllu'}	έχει	PL -> SG	Οι πρώτες δοκιμές	Οι πρώτες δοκιμές έχει γίνει σε πουλερικά και ποντίκια και αποδείχθηκαν επιτυχημένες, ενώ θα ακολουθήσουν πειράματα σε πιθήκους.	[]	[]	0	0	0	False	False	False	0.0018802883108743	SV-#	ell	PL	SG	SV	aux	+
